	2017	2018	diff	sum	2017_norm	2018_norm	norm_diff
visionlanguage	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
visuallinguistic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hard	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
visualinertialsemantic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
adascan	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hardwareefficient	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
additive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
harmonic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
activity	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
visible	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ade20k	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
virality	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
viraliency	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vipcnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
advertisements	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
actoraction	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
actively	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
wealthy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
acquisition	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hallucination	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
graphstructured	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
watershed	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
watermarks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
watchable	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
acquiring	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
walking	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
active	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
vqamachine	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
vqa	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
actiondecision	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
volumetric	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
actionvlad	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
handheld	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tuned	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tubelet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
annotating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
switching	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hsfm	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hsnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
syncspeccnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
synchronized	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
general	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
gaze	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
survival	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
systems	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
surfnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
humanannotated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
surfacing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
beak	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
beam	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
supervisions	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
barycentric	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
syzygybased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
generating	7.000	6.000	-1.000	13.000	0.001	0.001	-0.000
term	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tensorbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ten	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
generic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
templatebased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
averages	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tactile	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
awesome	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
taskdriven	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hope	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hospitalscale	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
background	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hpatches	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
supervising	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
superpixels	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
tspline	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
streaks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
binge	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stronger	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hyperspectral	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
hypersphere	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hypothesis	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
streaming	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
strategy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
structureevolving	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
strategies	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
straight	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
icarl	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gait	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stnbnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
blur	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
bind	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
structuresensitive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
superpixelbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
subevent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
superpixel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
benchmarks	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
sums	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
subset	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
submodular	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
bias	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stylization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
binarized	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
bighand22m	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
styles	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stylenet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
stylebank	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hyperlaplacian	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
bimodal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
autonomous	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
automated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
textbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tradeoffs	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
approaching	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transferred	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
highdimensional	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
glasses	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gift	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
train	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
artistic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transformations	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
arttrack	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
trackingbysegmentation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
highlight	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
assembling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
assembly	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
toroidal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transformationgrounded	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transformative	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
autoencoded	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
antiglare	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
heterogeneous	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
annotations	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
truncated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gms	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
trifactorization	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
trident	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hidden	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transformers	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
treasures	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transmission	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hierarchicallystructured	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
applications	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
applied	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
transitions	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
topicrelated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
topic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
topdown	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
hinge	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
highway	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attractive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
thinslicing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attributeguided	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
there	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attributes	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
than	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
associating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
tgifqa	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
textureless	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
audience	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
hints	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
geometrical	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
histopathological	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
thousand	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
thousands	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
three	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attenuation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
thresholded	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attentiongated	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attentioncontrolled	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
thumbnail	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attentionbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
attend	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
tightly	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
geometrysensitive	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
asynchronous	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
timeofflight	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
highprecision	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
gesture	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
tomato	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
scc	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
localitypreserving	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
cnnhmms	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
normals	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
oblique	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
objectness	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
objectaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
laplacian	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
difference	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
null	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lasso	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
observe	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
difficultyaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
normalised	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonuniform	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dimension	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonoverlapping	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonnegative	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
observation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
occlusionaware	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
nonmaximum	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
onetomany	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
labelled	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
operators	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
detangling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
open	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
onthefly	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
only	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
one	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
diagnostic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fastat	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
detectors	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
fason	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
determine	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
oddoneout	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
octnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
facility	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonlocal	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
desnowing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
need	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discriminating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discriminatively	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
diseases	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lcrnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
facefromdepth	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
displacement	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
necessary	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lcnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nearestneighbor	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
faced	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
near	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dissection	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
navigate	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
narratives	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discriminant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discretely	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonlineofsight	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
directionally	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonlambertian	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
noniterative	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nonconvex	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
noncontact	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
noiseblind	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
node	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nlabel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
layoutaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nirvis	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nighttime	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
nidslam	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
newtontype	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discover	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
discovery	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
detail	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
desire	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
planning	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
personalized	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
deeppermnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
feel	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
perspectivethreepoint	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
feedforward	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
kaleidoscopic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
personalizing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
permutation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
phaseshifting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
defocus	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
deformations	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
delay	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
deligan	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
penalty	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pedestrians	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
deepnav	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
deeply	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
keypoint	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
iterative	6.000	5.000	-1.000	11.000	0.001	0.001	-0.000
dcnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
irina	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
iris	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fields	6.000	5.000	-1.000	11.000	0.001	0.001	-0.000
piloting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pilot	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
physics	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
photons	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fictitious	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
physicallybased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
physical	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
phrases	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fftlasso	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
photorealistic	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
key	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pca	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ordered	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
overlapping	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
panning	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
panels	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
derendering	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
faust	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
describe	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
l2net	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
outlierrobust	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
depthdependent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
orthonormality	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
descriptors	5.000	4.000	-1.000	9.000	0.001	0.001	-0.000
fastmask	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
organisms	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
deshadownet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
orders	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
depthwise	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
paragraphs	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
patterns	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
particle	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
pattern	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
killingfusion	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
demon	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
kinetics	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
passing	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
scannet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
know	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fc4	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
knowing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
densereg	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fcss	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
kreciprocal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dependent	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
fcn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
leaf	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
naivebayes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
distant	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
energyefficient	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
matter	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
encoded	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
materials	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
material	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
energyaware	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
massively	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
enforcing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
encapsulation	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
limited	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
markov	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
markerless	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ensemble	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
expert	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
manytask	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
matters	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
max	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
manta	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
measurement	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
menagerie	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
electric	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
elementary	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
elevating	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
elimination	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
measuring	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
embedding	12.000	11.000	-1.000	23.000	0.002	0.001	-0.000
maximal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
meanfields	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mean	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mdnet	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mcmlsd	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
maxpooling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
maxofconvex	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
ensembling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
entropy	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
mysteries	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lofting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
euclidean	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
expansion	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
20	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lookupbased	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
even	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
event	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
lockfree	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lip	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
llecnns	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
everyday	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
existing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
exemplar	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
localizationclassificationregression	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
exclusivityconsistency	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
estimating	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
errorcorrecting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
expenditures	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
luminance	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
linguistic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
epi	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
linking	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
magnitudes	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
machinelabeled	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
episodic	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lucaskanade	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
low	4.000	3.000	-1.000	7.000	0.001	0.000	-0.000
equal	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
lowranksparse	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
equivariance	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
er3	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
expecting	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
erasing	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
egocentric	3.000	2.000	-1.000	5.000	0.000	0.000	-0.000
message	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
effects	2.000	1.000	-1.000	3.000	0.000	0.000	-0.000
documents	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
diversified	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multilinear	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multilabeling	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
dnn	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multifunctional	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
documentaries	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
does	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
multipatch	1.000	0.000	-1.000	1.000	0.000	0.000	-0.000
